Partlist exported from D:/Project/Projects/keyboard design/Design/4x4_keyboard_2.1.sch at 08-05-2022 19:07

Part  Value              Device                              Package                      Description                                                                                                      ALLIED_NUMBER ARROW_PART_NUMBER ARROW_PRICE-STOCK                                              AVAILABILITY DESCRIPTION                                                                                              HEIGHT MANUFACTURER_NAME MANUFACTURER_PART_NUMBER MF                          MOUSER_PART_NUMBER MOUSER_PRICE-STOCK                                                                         MP             MPN OC_FARNELL OC_NEWARK PACKAGE                         POPULARITY PRICE PROD_ID    PURCHASE-URL                                                    RS_PART_NUMBER RS_PRICE-STOCK                                  SPICEPREFIX VALUE
C1    0.1uF              C-EUC0603                           C0603                        CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                73                                                                                                                                                         C                
C2    TAJC226K025RNJ     TAJC226K025RNJ                      CAPPM6032X280N               47µF Molded Tantalum Capacitors 16V 2312 (6032 Metric) 500mOhm Check availability                                                                                                                               In Stock      22 µF Molded Tantalum Capacitors 25 V 2312 (6032 Metric) 1.4Ohm                                                                                           AVX Interconnect / Elco                                                                                                                   TAJC226K025RNJ                          2312 AVX Interconnect / Elco               None             https://pricing.snapeda.com/search/part/TAJC226K025RNJ/?ref=eda                                                                                 
C3    0.1uF              C-EUC0603                           C0603                        CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                73                                                                                                                                                         C                
C5    1.0uF              C-EUC0603                           C0603                        CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                73                                                                                                                                                         C                
C6    1.0uF              C-EUC0603                           C0603                        CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                73                                                                                                                                                         C                
C7    10uF               C-EUC0603                           C0603                        CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                73                                                                                                                                                         C                
C10   1.0uF              C-EUC0603                           C0603                        CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                73                                                                                                                                                         C                
C12   22pF               C-EUC0603                           C0603                        CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                73                                                                                                                                                         C                
C13   22pF               C-EUC0603                           C0603                        CAPACITOR, European symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                73                                                                                                                                                         C                
D1    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D2    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D3    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D4    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D5    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D6    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D7    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D8    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D9    1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D10   1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D11   1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D12   1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D13   1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D14   1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D15   1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D16   1N4148W-13-F       1N4148W-13-F                        SOD3715X135N                 1N4148W Series 2 A 100 V 400 mW Surface Mount Fast Switching Diode - SOD-123 Check prices                                                                                                                       In Stock      Diode Standard 100 V 150mA Surface Mount SOD-123                                                                                                          Diodes Inc.                                                                                                                               1N4148W-13-F                            SOD-123 Fairchild Semiconductor            None             https://pricing.snapeda.com/search/part/1N4148W-13-F/?ref=eda                                                                                   
D18   1N4007W-T          1N4007W-T                           SODFL3818X130N               Rectifiers SOD-123,1A,1000V,GP                                                                                                 1N4007W-T         https://www.arrow.com/en/products/1n4007w-t/rectron?region=nac              Rectifiers SOD-123,1A,1000V,GP                                                                           1.3mm  Rectron           1N4007W-T                                            583-1N4007W-T      https://www.mouser.co.uk/ProductDetail/Rectron/1N4007W-T?qs=QNEnbhJQKvah3J4JbJr%2FPw%3D%3D                                                                                                                                                                                                                                                     
H1    MOUNT-HOLE3.3      MOUNT-HOLE3.3                       3,3                          MOUNTING HOLE with drill center marker                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    3                                                                                                                                                                           
H2    MOUNT-HOLE3.3      MOUNT-HOLE3.3                       3,3                          MOUNTING HOLE with drill center marker                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    3                                                                                                                                                                           
H5    MOUNT-HOLE3.3      MOUNT-HOLE3.3                       3,3                          MOUNTING HOLE with drill center marker                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    3                                                                                                                                                                           
H6    MOUNT-HOLE3.3      MOUNT-HOLE3.3                       3,3                          MOUNTING HOLE with drill center marker                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    3                                                                                                                                                                           
IN                       MA05-1                              MA05-1                       PIN HEADER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           unknown    unknown                                   29                                                                                                                                                                          
JP14  USB_SOLDER_PADS    USB_SOLDER_PADS                     USB-SOLDER-PADS              Solder pad access to USB pins. Helpful to expose on PCBs so user can attach external USB connector if necessary.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
LED1  Green              LEDSML0805                          SML0805                      LED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
LED2  Green              LEDSML0805                          SML0805                      LED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
LED3                     LEDSML0805                          SML0805                      LED                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
Q1                       CRYSTALHC49UP                       HC49UP                       CRYSTAL                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              unknown    unknown                                                                                                                                                                                                               
R1    5.1k               R-US_R0603                          R0603                        RESISTOR, American symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
R2    5.1k                R-US_R0603                          R0603                        RESISTOR, American symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
R3    5.1k               R-US_R0603                          R0603                        RESISTOR, American symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
R4    1K                 R-US_R0603                          R0603                        RESISTOR, American symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
R5    5.1k               R-US_R0603                          R0603                        RESISTOR, American symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
R6    1K                 R-US_R0603                          R0603                        RESISTOR, American symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
R7    1K                 R-US_R0603                          R0603                        RESISTOR, American symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
R8    1K                 R-US_R0603                          R0603                        RESISTOR, American symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
S2    Reset              MOMENTARY-SWITCH-SPST-SMD-4.6X2.8MM TACTILE_SWITCH_SMD_4.6X2.8MM Momentary Switch (Pushbutton) - SPST                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       SWCH-13065                                                                                                                                                 
SJ1                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ2                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ3                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ4                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ5                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ6                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ7                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ8                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ9                      SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ10                     SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ11                     SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ12                     SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ13                     SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ14                     SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ15                     SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
SJ16                     SJ                                  SJ                           SMD solder JUMPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         33                                                                                                                                                                          
U$1   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$2   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$3   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$4   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$5   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$6   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$7   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$8   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$9   CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$10  CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$11  CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$12  CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$13  CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$14  CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$15  CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$16  CHERRY-MX          CHERRY-MX                           CHERRY-MX                    Cherry MX series keyswitch                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
U$17  32U4               ATMEGA32U4TQFP-44                   TQFP44                       Atmel MCU, 32KByte                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         IC-11161                                                                                                                                              32U4 
U2    AMS1117-5.0        AMS1117-5.0                         SOT229P700X180-4N            Check availability                                                                                                                                                                                              Not in stock  Sot223/Pkg 1-Amp 5-Volt Low Drop Out Voltage Regulatator                                                                                                  Advanced Monolithic Systems                                                                                                               AMS1117-5.0                             SOT-223 Seeed Technology                   None                                                                                                                                                             
USB_C                    USB_C5                              USB-C-16P-5                  USB Type C 16Pin Connector                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
VR1   PEC11R-4220F-S0024 PEC11R-4220F-S0024                  PEC11R4220FS0024             Bourns 24 Pulse Incremental Mechanical Rotary Encoder with a 6 mm Flat Shaft (Not Indexed), Through Hole         70276555                                                                                                    Bourns 24 Pulse Incremental Mechanical Rotary Encoder with a 6 mm Flat Shaft (Not Indexed), Through Hole 27.5mm Bourns            PEC11R-4220F-S0024                                                                                                                                                                                                                                                                                                                     7377767P       http://uk.rs-online.com/web/p/products/7377767P                  
VR2   PEC11R-4220F-S0024 PEC11R-4220F-S0024                  PEC11R4220FS0024             Bourns 24 Pulse Incremental Mechanical Rotary Encoder with a 6 mm Flat Shaft (Not Indexed), Through Hole         70276555                                                                                                    Bourns 24 Pulse Incremental Mechanical Rotary Encoder with a 6 mm Flat Shaft (Not Indexed), Through Hole 27.5mm Bourns            PEC11R-4220F-S0024                                                                                                                                                                                                                                                                                                                     7377767P       http://uk.rs-online.com/web/p/products/7377767P                  
VR3   PEC11R-4220F-S0024 PEC11R-4220F-S0024                  PEC11R4220FS0024             Bourns 24 Pulse Incremental Mechanical Rotary Encoder with a 6 mm Flat Shaft (Not Indexed), Through Hole         70276555                                                                                                    Bourns 24 Pulse Incremental Mechanical Rotary Encoder with a 6 mm Flat Shaft (Not Indexed), Through Hole 27.5mm Bourns            PEC11R-4220F-S0024                                                                                                                                                                                                                                                                                                                     7377767P       http://uk.rs-online.com/web/p/products/7377767P                  
